text,sentiment
This is the best purchase ever #350,Positive
I would never recommend this #64,Negative
The experience was wonderful #514,Positive
The food tasted awful #803,Negative
The movie was fantastic #598,Positive
The meeting was scheduled #283,Neutral
I hated the service #815,Negative
The report was submitted #842,Neutral
This is the worst purchase ever #385,Negative
The food tasted delicious #359,Positive
The account was created #901,Neutral
The message was delivered #937,Neutral
The report was submitted #577,Neutral
Everything exceeded my expectations #791,Positive
This product is amazing #276,Positive
The order number was updated #31,Neutral
This is the worst purchase ever #743,Negative
I loved the performance #518,Positive
Delivery was fast and smooth #356,Positive
The experience was disappointing #599,Negative
Customer support was helpful #862,Positive
The train arrived on time #951,Neutral
The event starts tomorrow #101,Neutral
I am unhappy with the purchase #668,Negative
The event starts tomorrow #236,Neutral
The message was delivered #57,Neutral
I hated the service #517,Negative
The package contains accessories #59,Neutral
The food tasted awful #38,Negative
The class begins at nine #523,Neutral
The payment was processed #308,Neutral
The item is available online #403,Neutral
The file was uploaded successfully #612,Neutral
The experience was disappointing #569,Negative
This product is amazing #876,Positive
The message was delivered #106,Neutral
The train arrived on time #766,Neutral
This product is terrible #15,Negative
The system is running normally #972,Neutral
The package contains accessories #646,Neutral
The app crashes often #315,Negative
The product arrived yesterday #722,Neutral
The class begins at nine #635,Neutral
The event starts tomorrow #209,Neutral
The app crashes often #946,Negative
The design looks outdated #81,Negative
I am very happy with the purchase #669,Positive
I really enjoyed the service #658,Positive
The quality is excellent #751,Positive
The experience was wonderful #29,Positive
The package contains accessories #692,Neutral
The report was submitted #222,Neutral
The report was submitted #428,Neutral
The meeting was scheduled #249,Neutral
Everything failed my expectations #445,Negative
This is the best purchase ever #442,Positive
The quality is very poor #404,Negative
The train arrived on time #389,Neutral
The experience was disappointing #53,Negative
I used the app today #265,Neutral
Delivery was delayed badly #664,Negative
The order number was updated #371,Neutral
The app works perfectly #217,Positive
I would never recommend this #122,Negative
The movie was boring #468,Negative
This is the worst purchase ever #727,Negative
The movie was boring #967,Negative
The experience was disappointing #196,Negative
I am unhappy with the purchase #785,Negative
Everything exceeded my expectations #148,Positive
The train arrived on time #159,Neutral
Customer support was rude #581,Negative
This product is terrible #981,Negative
I loved the performance #78,Positive
The payment was processed #262,Neutral
Delivery was delayed badly #956,Negative
Delivery was delayed badly #384,Negative
This is the best purchase ever #800,Positive
The report was submitted #558,Neutral
Everything exceeded my expectations #102,Positive
I loved the performance #60,Positive
Customer support was helpful #144,Positive
The train arrived on time #142,Neutral
The class begins at nine #987,Neutral
The item is available online #90,Neutral
The system is running normally #637,Neutral
The movie was fantastic #404,Positive
I really enjoyed the service #501,Positive
The package contains accessories #873,Neutral
The movie was boring #646,Negative
This is the best purchase ever #797,Positive
I disliked the performance #265,Negative
The experience was wonderful #100,Positive
I am unhappy with the purchase #275,Negative
The order number was updated #781,Neutral
The event starts tomorrow #311,Neutral
The app works perfectly #69,Positive
The event starts tomorrow #417,Neutral
The movie was fantastic #124,Positive
This product is terrible #26,Negative
The order number was updated #965,Neutral
The movie was fantastic #300,Positive
Everything exceeded my expectations #705,Positive
The class begins at nine #97,Neutral
Delivery was delayed badly #226,Negative
Everything failed my expectations #863,Negative
The design looks beautiful #688,Positive
The movie was fantastic #877,Positive
The app crashes often #243,Negative
The experience was wonderful #975,Positive
I would never recommend this #2,Negative
The app works perfectly #548,Positive
The movie was fantastic #166,Positive
Customer support was helpful #752,Positive
This product is amazing #676,Positive
Delivery was delayed badly #729,Negative
The report was submitted #673,Neutral
The payment was processed #960,Neutral
Everything exceeded my expectations #207,Positive
The system is running normally #895,Neutral
The report was submitted #941,Neutral
I hated the service #890,Negative
Customer support was helpful #901,Positive
The food tasted awful #760,Negative
I am very happy with the purchase #271,Positive
The item is available online #103,Neutral
I loved the performance #916,Positive
Delivery was delayed badly #579,Negative
The food tasted delicious #402,Positive
I am unhappy with the purchase #237,Negative
This product is amazing #832,Positive
The product arrived yesterday #702,Neutral
The class begins at nine #768,Neutral
The meeting was scheduled #831,Neutral
I hated the service #676,Negative
The design looks outdated #248,Negative
This is the worst purchase ever #214,Negative
This is the best purchase ever #427,Positive
I used the app today #799,Neutral
The file was uploaded successfully #740,Neutral
The food tasted awful #288,Negative
The item is available online #116,Neutral
The system is running normally #431,Neutral
Delivery was fast and smooth #671,Positive
I used the app today #516,Neutral
The app works perfectly #970,Positive
The payment was processed #366,Neutral
The movie was fantastic #168,Positive
The event starts tomorrow #767,Neutral
I used the app today #908,Neutral
Delivery was fast and smooth #266,Positive
Customer support was rude #923,Negative
The order number was updated #782,Neutral
I am unhappy with the purchase #577,Negative
The app crashes often #195,Negative
The app works perfectly #546,Positive
The design looks outdated #904,Negative
Customer support was helpful #537,Positive
The event starts tomorrow #927,Neutral
Delivery was fast and smooth #49,Positive
I disliked the performance #940,Negative
The message was delivered #28,Neutral
The movie was boring #930,Negative
The payment was processed #84,Neutral
The app works perfectly #13,Positive
The product arrived yesterday #807,Neutral
Everything exceeded my expectations #588,Positive
The design looks beautiful #75,Positive
The experience was wonderful #128,Positive
The report was submitted #404,Neutral
Delivery was fast and smooth #421,Positive
The report was submitted #860,Neutral
The app crashes often #289,Negative
The order number was updated #156,Neutral
This product is amazing #31,Positive
This is the best purchase ever #983,Positive
The design looks beautiful #105,Positive
This is the best purchase ever #723,Positive
The movie was boring #845,Negative
